stories_id,media_name,outlet
1571678209,Washington Post,Washington Post
1571679944,Washington Post,Washington Post
1571672333,drudgereport,Daily Mail
1571672331,drudgereport,Daily Mail
1571690851,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1571694184,Vox,Vox
1571695374,CNN,CNN
1571692005,Business Insider,Business Insider
1571696309,finance.yahoo.com,finance.yahoo.com
1571698374,Guardian - United States,Guardian - United States
1571699702,Washington Post,Washington Post
1571690843,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1571702103,The Blaze,The Blaze
1571702064,The Blaze,The Blaze
1571701980,The Blaze,The Blaze
1571702817,Reuters,Reuters
1571702864,Breitbart,Breitbart
1571702859,Breitbart,Breitbart
1571702856,Breitbart,Breitbart
1571702850,Breitbart,Breitbart
1571706145,LA Times,LA Times
1571708359,Washington Post,Washington Post
1571710291,CNN,CNN
1571711227,Washington Post,Washington Post
1571711199,CNBC,CNBC
1571730242,CNN,CNN
1571730236,CNN,CNN
1571734430,LA Times,LA Times
1571740497,FOX News,FOX News
1571740495,FOX News,FOX News
1571740684,Reuters,Reuters
1571740652,Reuters,Reuters
1571743379,LA Times,LA Times
1571745492,Reuters,Reuters
1571749668,drudgereport,Daily Mail
1571749621,LA Times,LA Times
1571750128,Reuters,Reuters
1571749653,drudgereport,Daily Mail
1571751579,NewsMax,NewsMax
1571751577,NewsMax,NewsMax
1571749638,drudgereport,Daily Mail
1571752945,Time,Time
1571749778,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1571749759,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1571762533,LA Times,LA Times
1571766295,NewsMax,NewsMax
1571767087,Daily Caller,Daily Caller
1571769387,CNBC,CNBC
1571772307,Washington Post,Washington Post
1571776327,drudgereport,Daily Mail
1571777672,USA Today,USA Today
1571780558,New York Times,New York Times
1571781715,drudgereport,Daily Mail
1571781048,LA Times,LA Times
1571783948,Washington Post,Washington Post
1571782967,cbs news,cbs news
1571786288,New York Times,New York Times
1571786280,New York Times,New York Times
1571793145,Huffington Post,Huffington Post
1571804523,Wall Street Journal,Wall Street Journal
1571804128,Buzzfeed,Buzzfeed
1571802347,cbs news,cbs news
1571806569,NewsMax,NewsMax
1571806274,Politico,Politico
1571804631,CNN,CNN
1571807359,Washington Post,Washington Post
1571813552,FOX News,FOX News
1571813470,USA Today,USA Today
1571819879,drudgereport,Daily Mail
1571820205,cbs news,cbs news
1571829586,CNBC,CNBC
1571837246,Wall Street Journal,Wall Street Journal
1571838139,CNN,CNN
1571839711,Guardian - United States,Guardian - United States
1571838298,Huffington Post,Huffington Post
1571841491,Washington Post,Washington Post
1571842876,drudgereport,Daily Mail
1571851815,CNBC,CNBC
1571852028,drudgereport,Daily Mail
1571858045,FOX News,FOX News
1571862987,Breitbart,Breitbart
1571870770,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1571873990,NewsMax,NewsMax
1571877922,drudgereport,Daily Mail
1571877919,drudgereport,Daily Mail
1571879183,USA Today,USA Today
1571881396,Huffington Post,Huffington Post
1571885534,LA Times,LA Times
1571889938,Washington Post,Washington Post
1571892255,USA Today,USA Today
1571892250,USA Today,USA Today
1571896452,LA Times,LA Times
1571900545,Daily Caller,Daily Caller
1571902029,drudgereport,Daily Mail
1571907656,Breitbart,Breitbart
1571910778,CNN,CNN
1571912834,drudgereport,Daily Mail
1571919221,Guardian - United States,Guardian - United States
1571918483,Breitbart,Breitbart
1571918988,LA Times,LA Times
1571912280,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1571926694,Reuters,Reuters
1571928609,CNN,CNN
1571937622,FOX News,FOX News
1571937619,FOX News,FOX News
1571943907,CNN,CNN
1571943847,drudgereport,Daily Mail
1571943844,drudgereport,Daily Mail
1571949080,Daily News,Daily News
1571957982,Huffington Post,Huffington Post
1571961299,Business Insider,Business Insider
1571963064,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1571963075,drudgereport,Daily Mail
1571963043,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1571965424,CNN,CNN
1571967541,Breitbart,Breitbart
1571972905,New York Times,New York Times
1571981972,Washington Post,Washington Post
1572007186,NewsMax,NewsMax
1572007169,NewsMax,NewsMax
1572037613,Reuters,Reuters
1572058385,Washington Post,Washington Post
1572057499,drudgereport,Daily Mail
1572118691,Politico,Politico
1572131018,New York Times,New York Times
1572132027,Washington Post,Washington Post
1572132497,CNN,CNN
1572143275,Washington Post,Washington Post
1572155582,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572159790,drudgereport,Daily Mail
1572161106,Huffington Post,Huffington Post
1572166353,Reuters,Reuters
1572170162,drudgereport,Daily Mail
1572177407,New York Times,New York Times
1572177391,New York Times,New York Times
1572177385,New York Times,New York Times
1572170153,drudgereport,Daily Mail
1572170149,drudgereport,Daily Mail
1572200969,CNN,CNN
1572209488,drudgereport,Daily Mail
1572215649,Huffington Post,Huffington Post
1572220458,drudgereport,Daily Mail
1572219647,Washington Post,Washington Post
1572220456,drudgereport,Daily Mail
1572219814,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572224657,CNN,CNN
1572220448,drudgereport,Daily Mail
1572220446,drudgereport,Daily Mail
1572228440,Business Insider,Business Insider
1572228044,Washington Post,Washington Post
1572235773,Time,Time
1572252403,drudgereport,Daily Mail
1572252380,drudgereport,Daily Mail
1572252353,drudgereport,Daily Mail
1572255487,Business Insider,Business Insider
1572250002,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572260744,Guardian - United States,Guardian - United States
1572262248,Reuters,Reuters
1572265097,USA Today,USA Today
1572269075,cbs news,cbs news
1572265044,USA Today,USA Today
1572274011,USA Today,USA Today
1572282324,Wall Street Journal,Wall Street Journal
1572292575,Guardian - United States,Guardian - United States
1572292704,Reuters,Reuters
1572291483,Huffington Post,Huffington Post
1572291476,Huffington Post,Huffington Post
1572291473,Huffington Post,Huffington Post
1572291471,Huffington Post,Huffington Post
1572300246,drudgereport,Daily Mail
1572300243,drudgereport,Daily Mail
1572317901,drudgereport,Daily Mail
1572319291,CNBC,CNBC
1572320028,LA Times,LA Times
1572335824,LA Times,LA Times
1572341298,CNN,CNN
1572341290,CNN,CNN
1572337053,drudgereport,Daily Mail
1572349644,cbs news,cbs news
1572349877,Guardian - United States,Guardian - United States
1572354163,CNBC,CNBC
1572354097,Politico,Politico
1572363382,CNBC,CNBC
1572370511,cbs news,cbs news
1572370073,USA Today,USA Today
1572374774,LA Times,LA Times
1572387850,Reuters,Reuters
1572387840,Reuters,Reuters
1572395941,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572395961,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572396951,drudgereport,Daily Mail
1572396943,drudgereport,Daily Mail
1572406374,New York Times,New York Times
1572406933,Washington Post,Washington Post
1572428336,New York Times,New York Times
1572435470,drudgereport,Daily Mail
1572435468,drudgereport,Daily Mail
1572437563,Business Insider,Business Insider
1572435441,drudgereport,Daily Mail
1572448711,Reuters,Reuters
1572454407,CNN,CNN
1572458964,Huffington Post,Huffington Post
1572460613,CNBC,CNBC
1572464013,drudgereport,Daily Mail
1572463982,drudgereport,Daily Mail
1572470451,LA Times,LA Times
1572491536,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572495582,CNBC,CNBC
1572496654,New York Times,New York Times
1572500287,Wall Street Journal,Wall Street Journal
1572502385,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572504570,drudgereport,Daily Mail
1572504559,drudgereport,Daily Mail
1572504535,drudgereport,Daily Mail
1572514596,CNBC,CNBC
1572513966,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572514482,Wall Street Journal,Wall Street Journal
1572514478,Wall Street Journal,Wall Street Journal
1572516087,drudgereport,Daily Mail
1572516069,drudgereport,Daily Mail
1572516050,drudgereport,Daily Mail
1572516030,drudgereport,Daily Mail
1572522867,LA Times,LA Times
1572522854,LA Times,LA Times
1572522842,LA Times,LA Times
1572520312,Washington Post,Washington Post
1572540564,Vox,Vox
1572542953,LA Times,LA Times
1572543998,Reuters,Reuters
1572542946,LA Times,LA Times
1572543059,Washington Post,Washington Post
1572545954,Washington Post,Washington Post
1572546172,Business Insider,Business Insider
1572549242,Business Insider,Business Insider
1572554716,cbs news,cbs news
1572554878,New York Times,New York Times
1572560097,USA Today,USA Today
1572560092,USA Today,USA Today
1572556766,Huffington Post,Huffington Post
1572570659,cbs news,cbs news
1572570655,cbs news,cbs news
1572573812,drudgereport,Daily Mail
1572578158,CNBC,CNBC
1572600501,CNBC,CNBC
1572601450,CNN,CNN
1572609951,Reuters,Reuters
1572599761,Washington Post,Washington Post
1572598592,Guardian - United States,Guardian - United States
1572612636,CNBC,CNBC
1572619807,drudgereport,Daily Mail
1572619803,drudgereport,Daily Mail
1572619800,drudgereport,Daily Mail
1572626391,Reuters,Reuters
1572628680,Wall Street Journal,Wall Street Journal
1572628910,CNN,CNN
1572629532,cbs news,cbs news
1572628883,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572623741,drudgereport,Daily Mail
1572623740,drudgereport,Daily Mail
1572623739,drudgereport,Daily Mail
1572633613,Washington Post,Washington Post
1572645711,USA Today,USA Today
1572645707,USA Today,USA Today
1572652730,Business Insider,Business Insider
1572660653,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572660242,USA Today,USA Today
1572664318,Washington Post,Washington Post
1572660626,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572670849,LA Times,LA Times
1572668048,drudgereport,Daily Mail
1572683836,Daily Caller,Daily Caller
1572684251,Business Insider,Business Insider
1572691653,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572692050,finance.yahoo.com,finance.yahoo.com
1572692047,finance.yahoo.com,finance.yahoo.com
1572693580,NewsMax,NewsMax
1572693567,NewsMax,NewsMax
1572693560,NewsMax,NewsMax
1572696325,Guardian - United States,Guardian - United States
1572693518,NewsMax,NewsMax
1572703118,Reuters,Reuters
1572709686,Wall Street Journal,Wall Street Journal
1572719059,NewsMax,NewsMax
1572717733,NewsMax,NewsMax
1572717693,NewsMax,NewsMax
1572720728,USA Today,USA Today
1572721293,FOX News,FOX News
1572726834,LA Times,LA Times
1572726246,Daily Caller,Daily Caller
1572726819,LA Times,LA Times
1572727818,drudgereport,Daily Mail
1572731983,Guardian - United States,Guardian - United States
1572733475,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572733470,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572740464,The Blaze,The Blaze
1572730708,Washington Post,Washington Post
1572747442,The Blaze,The Blaze
1572751471,NewsMax,NewsMax
1572750838,Business Insider,Business Insider
1572752610,drudgereport,Daily Mail
1572755132,Wall Street Journal,Wall Street Journal
1572758479,Washington Post,Washington Post
1572762657,Wall Street Journal,Wall Street Journal
1572767415,Breitbart,Breitbart
1572770980,cbs news,cbs news
1572780286,Reuters,Reuters
1572779473,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572780598,USA Today,USA Today
1572774080,Washington Post,Washington Post
1572787481,FOX News,FOX News
1572793580,Reuters,Reuters
1572793573,Reuters,Reuters
1572796295,finance.yahoo.com,finance.yahoo.com
1572795444,Daily Caller,Daily Caller
1572798412,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572800746,NewsMax,NewsMax
1572792951,CNN,CNN
1572796688,New York Times,New York Times
1572802273,FOX News,FOX News
1572806176,NewsMax,NewsMax
1572808668,Reuters,Reuters
1572813449,Washington Post,Washington Post
1572813432,Washington Post,Washington Post
1572816296,CNN,CNN
1572819682,NewsMax,NewsMax
1572823969,Vox,Vox
1572817127,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572817123,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572826400,drudgereport,Daily Mail
1572826618,FOX News,FOX News
1572827156,Reuters,Reuters
1572827423,Breitbart,Breitbart
1572827421,Breitbart,Breitbart
1572830208,drudgereport,Daily Mail
1572836805,cbs news,cbs news
1572837377,LA Times,LA Times
1572835152,NBC News,NBC News
1572834899,Washington Post,Washington Post
1572845599,drudgereport,Daily Mail
1572849304,LA Times,LA Times
1572850854,Wall Street Journal,Wall Street Journal
1572851657,NewsMax,NewsMax
1572852559,Washington Post,Washington Post
1572856422,Time,Time
1572850221,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572848497,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572848474,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572865843,Reuters,Reuters
1572866172,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572865396,Business Insider,Business Insider
1572866742,NewsMax,NewsMax
1572867354,cbs news,cbs news
1572869327,New York Times,New York Times
1572877504,Reuters,Reuters
1572879367,FOX News,FOX News
1572887574,drudgereport,Daily Mail
1572887568,drudgereport,Daily Mail
1572887566,drudgereport,Daily Mail
1572892209,Washington Post,Washington Post
1572892330,Washington Post,Washington Post
1572894650,Huffington Post,Huffington Post
1572894648,Huffington Post,Huffington Post
1572895844,Daily News,Daily News
1572896929,New York Times,New York Times
1572902130,LA Times,LA Times
1572897250,CNN,CNN
1572902916,USA Today,USA Today
1572900062,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572900060,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572914848,LA Times,LA Times
1572915328,Business Insider,Business Insider
1572916961,CNBC,CNBC
1572914771,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572912436,drudgereport,Daily Mail
1572912431,drudgereport,Daily Mail
1572921375,FOX News,FOX News
1572911839,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572925504,NewsMax,NewsMax
1572926182,Guardian - United States,Guardian - United States
1572928305,Business Insider,Business Insider
1572928938,CNN,CNN
1572930472,Washington Post,Washington Post
1572928325,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572935461,Washington Post,Washington Post
1572943146,NewsMax,NewsMax
1572943964,Politico,Politico
1572943689,New York Times,New York Times
1572944976,Buzzfeed,Buzzfeed
1572939248,drudgereport,Daily Mail
1572944120,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572951200,USA Today,USA Today
1572954709,Daily Caller,Daily Caller
1572955736,Business Insider,Business Insider
1572959223,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1572959120,LA Times,LA Times
1572959114,LA Times,LA Times
1572955830,CNN,CNN
1572962476,CNN,CNN
1572962664,CNN,CNN
1572962632,FOX News,FOX News
1572968737,LA Times,LA Times
1572970114,Business Insider,Business Insider
1572967158,drudgereport,Daily Mail
1572972104,Guardian - United States,Guardian - United States
1572972099,Guardian - United States,Guardian - United States
1572972634,CNN,CNN
1572977275,FOX News,FOX News
1572986187,drudgereport,Daily Mail
1572986161,drudgereport,Daily Mail
1572992768,Reuters,Reuters
1572999523,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573001178,NBC News,NBC News
1573004252,LA Times,LA Times
1573004856,FOX News,FOX News
1573007095,Wall Street Journal,Wall Street Journal
1573016840,Time,Time
1573016829,Time,Time
1573018313,FOX News,FOX News
1573020125,LA Times,LA Times
1573030398,LA Times,LA Times
1573031159,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573031879,Reuters,Reuters
1573031798,Washington Post,Washington Post
1573030750,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573042529,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573042523,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573056692,Breitbart,Breitbart
1573056681,Breitbart,Breitbart
1573086049,drudgereport,Daily Mail
1573090350,Guardian - United States,Guardian - United States
1573090340,Guardian - United States,Guardian - United States
1573104170,Guardian - United States,Guardian - United States
1573105680,drudgereport,Daily Mail
1573118536,drudgereport,Daily Mail
1573122245,drudgereport,Daily Mail
1573134250,Guardian - United States,Guardian - United States
1573154648,cbs news,cbs news
1573188308,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573193383,FOX News,FOX News
1573193382,FOX News,FOX News
1573197423,CNN,CNN
1573197413,CNN,CNN
1573197409,CNN,CNN
1573198368,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573199271,drudgereport,Daily Mail
1573197600,Huffington Post,Huffington Post
1573201476,NewsMax,NewsMax
1573206637,drudgereport,Daily Mail
1573207572,CNN,CNN
1573213779,Reuters,Reuters
1573242439,Guardian - United States,Guardian - United States
1573242866,New York Times,New York Times
1573242862,New York Times,New York Times
1573249479,drudgereport,Daily Mail
1573242846,New York Times,New York Times
1573252648,New York Times,New York Times
1573273871,drudgereport,Daily Mail
1573273866,drudgereport,Daily Mail
1573275018,drudgereport,Daily Mail
1573281356,cbs news,cbs news
1573278816,CNN,CNN
1573285542,New York Times,New York Times
1573285448,Reuters,Reuters
1573289678,Huffington Post,Huffington Post
1573294665,Wall Street Journal,Wall Street Journal
1573305323,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573313179,Huffington Post,Huffington Post
1573315743,Time,Time
1573317812,USA Today,USA Today
1573318335,Business Insider,Business Insider
1573318314,Business Insider,Business Insider
1573319487,Politico,Politico
1573319474,Politico,Politico
1573319582,Washington Post,Washington Post
1573319581,Washington Post,Washington Post
1573324809,drudgereport,Daily Mail
1573325557,Guardian - United States,Guardian - United States
1573325553,Guardian - United States,Guardian - United States
1573334544,Washington Post,Washington Post
1573344325,USA Today,USA Today
1573343602,drudgereport,Daily Mail
1573351436,FOX News,FOX News
1573351433,FOX News,FOX News
1573354955,Reuters,Reuters
1573371420,cbs news,cbs news
1573376493,Wall Street Journal,Wall Street Journal
1573382127,Guardian - United States,Guardian - United States
1573383311,drudgereport,Daily Mail
1573383310,drudgereport,Daily Mail
1573383306,drudgereport,Daily Mail
1573387531,Washington Post,Washington Post
1573390246,Business Insider,Business Insider
1573395112,CNN,CNN
1573387522,Washington Post,Washington Post
1573387519,Washington Post,Washington Post
1573401264,USA Today,USA Today
1573389356,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573408827,drudgereport,Daily Mail
1573409827,Breitbart,Breitbart
1573412897,CNBC,CNBC
1573421514,cbs news,cbs news
1573430165,Guardian - United States,Guardian - United States
1573431697,LA Times,LA Times
1573431684,LA Times,LA Times
1573436851,Huffington Post,Huffington Post
1573436887,drudgereport,Daily Mail
1573436878,drudgereport,Daily Mail
1573436870,drudgereport,Daily Mail
1573436876,drudgereport,Daily Mail
1573440426,LA Times,LA Times
1573442746,Business Insider,Business Insider
1573448851,cbs news,cbs news
1573441214,drudgereport,Daily Mail
1573449239,CNN,CNN
1573441207,drudgereport,Daily Mail
1573441198,drudgereport,Daily Mail
1573461587,Buzzfeed,Buzzfeed
1573466179,FOX News,FOX News
1573475857,cbs news,cbs news
1573478999,Business Insider,Business Insider
1573490138,Guardian - United States,Guardian - United States
1573489530,CNBC,CNBC
1573489146,Washington Post,Washington Post
1573489524,CNBC,CNBC
1573492133,Business Insider,Business Insider
1573493587,drudgereport,Daily Mail
1573503853,New York Times,New York Times
1573512753,LA Times,LA Times
1573507885,CNN,CNN
1573524761,LA Times,LA Times
1573539434,drudgereport,Daily Mail
1573539427,drudgereport,Daily Mail
1573545178,USA Today,USA Today
1573545413,Vox,Vox
1573545396,Vox,Vox
1573554373,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573556051,Reuters,Reuters
1573554404,New York Times,New York Times
1573569186,Huffington Post,Huffington Post
1573570427,drudgereport,Daily Mail
1573572152,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573571832,Washington Post,Washington Post
1573577831,Breitbart,Breitbart
1573582564,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573585784,Washington Post,Washington Post
1573581553,Daily Caller,Daily Caller
1573580144,drudgereport,Daily Mail
1573580119,drudgereport,Daily Mail
1573592978,cbs news,cbs news
1573580095,drudgereport,Daily Mail
1573595248,Slate.com,Slate.com
1573580086,drudgereport,Daily Mail
1573602726,FOX News,FOX News
1573610791,Buzzfeed,Buzzfeed
1573611197,Business Insider,Business Insider
1573612277,New York Times,New York Times
1573616967,CNBC,CNBC
1573613141,Daily Caller,Daily Caller
1573613970,Yahoo News - Latest News & Headlines,Yahoo News - Latest News & Headlines
1573621197,Vox,Vox
1573630280,drudgereport,Daily Mail
1573631035,Reuters,Reuters
1573618693,Time,Time
1573618680,Time,Time
1573632584,drudgereport,Daily Mail
1573632582,drudgereport,Daily Mail
1573645770,CNBC,CNBC
1573654819,FOX News,FOX News
1573655419,Breitbart,Breitbart
1573659294,Business Insider,Business Insider
1573662625,New York Times,New York Times
1573666773,Daily News,Daily News
1573667046,Wall Street Journal,Wall Street Journal
1573668511,drudgereport,Daily Mail
1573668498,drudgereport,Daily Mail
1573671477,cbs news,cbs news
1573678242,FOX News,FOX News
1573683522,Reuters,Reuters
1573683325,Vox,Vox
1573681187,drudgereport,Daily Mail
1573684409,New York Times,New York Times
1573685317,Business Insider,Business Insider
1573692071,Time,Time
1573693120,LA Times,LA Times
